NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B03003_003E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 1, Atlantic County, New Jersey",1400000US34001000100,2710,32.2,1449,584,74,109,0,1078,467,1025,909,375,534,1678,9,68,6,327,461,807,227000,0,2710,548,19271,23,36767,1408,404,105,1741,1136,1495,111,34,001,000100
"Census Tract 2, Atlantic County, New Jersey",1400000US34001000200,3243,50.8,1859,253,0,1010,0,417,56,2118,1480,979,501,861,0,0,32,80,213,536,297800,0,3243,474,32244,54,43235,913,708,75,1954,761,1699,589,34,001,000200
"Census Tract 3, Atlantic County, New Jersey",1400000US34001000300,3963,35.2,1420,343,41,1291,0,1600,724,1884,1388,387,1001,2717,0,13,106,384,94,2120,231600,12,3936,876,15347,11,35525,1029,466,290,2565,629,2220,297,34,001,000300
"Census Tract 4, Atlantic County, New Jersey",1400000US34001000400,3306,36.4,1421,642,6,486,0,816,703,2644,1465,626,839,1977,0,0,0,100,273,1604,221200,34,3243,1029,23745,40,30938,1187,953,239,2139,1019,1817,420,34,001,000400
"Census Tract 5, Atlantic County, New Jersey",1400000US34001000500,3478,30.8,946,299,30,1227,19,1278,847,1216,1036,449,587,1799,0,26,14,32,463,1264,180700,0,3478,1130,15001,20,27090,1136,259,343,2094,467,1703,380,34,001,000500
"Census Tract 11, Atlantic County, New Jersey",1400000US34001001100,2072,36.6,245,1685,1,77,0,154,45,1199,1184,208,976,1650,0,56,39,284,617,654,193300,0,2072,584,20148,0,20129,1270,560,33,1304,1106,1102,148,34,001,001100
"Census Tract 12, Atlantic County, New Jersey",1400000US34001001200,2848,36.0,589,1997,17,99,0,739,109,1513,1195,532,663,1104,56,0,48,167,87,746,197600,0,2848,406,21369,28,35867,1900,525,53,1766,1256,1436,171,34,001,001200
"Census Tract 13, Atlantic County, New Jersey",1400000US34001001300,2117,31.9,205,1678,0,123,0,132,52,1009,804,337,467,1270,0,3,66,409,136,656,232100,0,2117,478,20693,14,38804,1434,525,52,1275,1152,1042,145,34,001,001300
"Census Tract 14, Atlantic County, New Jersey",1400000US34001001400,4045,21.6,722,2671,297,50,0,1058,145,1848,1517,421,1096,3140,75,27,157,826,386,1669,235900,10,4015,1789,14798,22,26250,2962,729,155,1839,1416,1508,202,34,001,001400
"Census Tract 15, Atlantic County, New Jersey",1400000US34001001500,979,54.7,236,600,6,60,0,177,36,844,681,82,599,860,9,21,9,84,158,579,169000,0,979,475,13525,0,14246,409,332,83,611,442,564,42,34,001,001500
"Census Tract 19, Atlantic County, New Jersey",1400000US34001001900,1440,45.0,335,824,14,105,0,263,162,1061,795,44,751,1290,0,10,12,230,254,784,236400,9,1440,128,27821,19,26724,702,288,85,1100,805,1017,142,34,001,001900
"Census Tract 23, Atlantic County, New Jersey",1400000US34001002300,2965,28.5,733,242,12,1304,0,969,550,1132,774,267,507,1750,0,0,0,243,332,1175,191500,0,2949,1405,12566,14,30407,861,439,59,1796,261,1545,299,34,001,002300
"Census Tract 24, Atlantic County, New Jersey",1400000US34001002400,2605,39.8,824,1093,39,263,0,433,194,1686,1203,64,1139,2285,0,14,91,282,571,1327,226700,0,2604,1420,12216,0,18358,1378,613,74,1484,899,1300,113,34,001,002400
"Census Tract 25, Atlantic County, New Jersey",1400000US34001002500,4077,48.6,722,2740,3,161,0,615,444,2559,1869,721,1148,2011,272,0,170,484,303,782,197600,46,3912,843,27871,18,26988,2387,1028,211,2174,1588,2071,236,34,001,002500
"Census Tract 101.01, Atlantic County, New Jersey",1400000US34001010101,3166,52.2,3073,31,0,53,0,32,0,2767,1393,1244,149,317,0,0,0,26,9,282,436900,23,3142,194,39553,56,84492,1431,1592,32,1926,1782,1741,535,34,001,010101
"Census Tract 101.02, Atlantic County, New Jersey",1400000US34001010102,1911,55.2,1759,21,0,58,0,65,8,2099,921,598,323,686,0,11,33,47,68,527,573400,83,1911,203,43820,90,55880,769,991,28,1202,1121,1039,338,34,001,010102
"Census Tract 101.04, Atlantic County, New Jersey",1400000US34001010104,1759,46.6,1708,1,0,50,0,93,0,2029,892,555,337,707,0,0,0,6,128,573,438500,13,1759,191,42931,94,61765,814,832,0,1282,1169,1001,358,34,001,010104
"Census Tract 101.05, Atlantic County, New Jersey",1400000US34001010105,2996,41.6,1761,206,17,538,0,773,428,2283,1223,724,499,1098,0,0,0,167,65,866,396200,58,2996,240,29512,24,61534,1031,1106,96,1935,1328,1753,393,34,001,010105
"Census Tract 102, Atlantic County, New Jersey",1400000US34001010200,5591,46.0,4903,282,0,172,0,268,111,2340,2171,1987,184,542,0,32,18,53,39,400,266300,13,5443,383,37553,69,75104,3415,1702,56,3470,3127,3246,1031,34,001,010200
"Census Tract 103, Atlantic County, New Jersey",1400000US34001010300,2788,44.6,1247,582,18,747,0,314,115,1060,1033,661,372,1096,0,0,0,111,247,738,235900,11,2788,451,23331,31,54728,1207,705,28,1966,1191,1759,360,34,001,010300
"Census Tract 104.01, Atlantic County, New Jersey",1400000US34001010401,5424,46.4,4753,325,23,212,0,286,49,2227,2124,1736,388,785,20,0,0,38,142,585,315500,29,5376,291,31759,94,69167,3412,1486,86,3250,2908,2927,879,34,001,010401
"Census Tract 104.03, Atlantic County, New Jersey",1400000US34001010403,6074,37.2,3243,579,14,1710,31,766,360,1798,1798,1625,173,387,0,0,0,42,112,233,264300,10,5873,393,24887,68,75038,3110,1254,83,3581,2115,3106,1016,34,001,010403
"Census Tract 105.01, Atlantic County, New Jersey",1400000US34001010501,6985,48.9,6041,509,8,323,0,409,26,3260,2984,2565,419,822,0,3,28,50,82,659,261200,0,6985,304,34139,90,65000,4201,2124,41,4084,3665,3808,1444,34,001,010501
"Census Tract 105.03, Atlantic County, New Jersey",1400000US34001010503,7301,33.1,3656,2011,0,934,0,1067,334,3028,2789,1590,1199,3577,0,0,0,393,811,2373,168700,0,7301,815,23520,16,53279,3636,2251,115,4964,3647,4267,840,34,001,010503
"Census Tract 105.05, Atlantic County, New Jersey",1400000US34001010505,2624,36.1,2435,46,0,107,0,457,22,1051,783,687,96,266,0,0,0,0,43,223,278400,3,2624,23,36791,97,95325,1955,421,8,1739,1528,1434,442,34,001,010505
"Census Tract 105.06, Atlantic County, New Jersey",1400000US34001010506,5027,42.9,3523,539,0,732,0,496,121,1706,1706,1570,136,375,0,0,57,0,38,280,263300,0,5027,139,33129,94,79118,2835,1273,137,3331,2506,2887,843,34,001,010506
"Census Tract 106, Atlantic County, New Jersey",1400000US34001010600,4299,35.9,2630,757,0,54,0,1416,786,1598,1497,946,551,1541,0,46,25,301,456,713,202500,0,4246,814,20419,7,46399,2806,631,507,2669,1802,2301,270,34,001,010600
"Census Tract 107, Atlantic County, New Jersey",1400000US34001010700,6163,36.8,4749,698,0,25,0,1416,366,2163,1991,1712,279,1261,0,284,0,490,271,216,240300,11,6117,589,23015,55,51422,4313,1278,297,3821,2933,3334,518,34,001,010700
"Census Tract 108, Atlantic County, New Jersey",1400000US34001010800,3072,46.2,2379,192,0,71,0,456,423,1151,1083,828,255,607,0,0,23,77,172,335,242500,0,2832,435,24143,20,51528,1884,637,216,1785,1297,1616,325,34,001,010800
"Census Tract 109, Atlantic County, New Jersey",1400000US34001010900,6052,37.1,4724,535,0,342,0,839,261,2340,2143,1510,633,1756,12,0,96,69,675,904,272500,0,6052,362,30517,150,75720,3761,1300,257,3657,2789,3234,1077,34,001,010900
"Census Tract 110, Atlantic County, New Jersey",1400000US34001011000,2388,44.6,2038,46,0,59,0,309,197,912,903,750,153,227,13,10,0,25,19,160,243300,24,2388,257,28007,28,56875,1576,531,39,1483,1229,1424,265,34,001,011000
"Census Tract 111, Atlantic County, New Jersey",1400000US34001011100,3193,40.5,2463,29,0,15,0,972,666,1217,1174,808,366,768,0,8,0,93,149,518,277700,0,3193,496,26802,17,58649,1945,610,157,2105,1477,1793,378,34,001,011100
"Census Tract 112.01, Atlantic County, New Jersey",1400000US34001011201,1755,41.6,1576,105,0,12,0,65,37,671,614,550,64,159,0,0,12,40,55,52,229300,7,1755,104,28306,13,64435,1137,581,13,1196,1159,1057,203,34,001,011201
"Census Tract 112.02, Atlantic County, New Jersey",1400000US34001011202,7598,45.1,6026,904,31,13,0,986,496,3139,2988,2424,564,1410,14,0,51,265,269,811,200300,0,7578,1123,26125,42,52218,4934,1958,304,4502,3794,3940,512,34,001,011202
"Census Tract 113, Atlantic County, New Jersey",1400000US34001011300,4544,35.1,3237,295,13,30,0,1435,818,1876,1642,1103,539,1060,0,0,0,153,192,715,198800,14,4544,316,23130,20,55735,3319,866,236,2844,2006,2486,416,34,001,011300
"Census Tract 114.01, Atlantic County, New Jersey",1400000US34001011401,4004,44.2,3719,18,24,28,0,221,99,1595,1532,1290,242,512,0,65,0,42,135,270,248300,0,3976,297,33621,50,73194,2498,1111,89,2660,2377,2393,687,34,001,011401
"Census Tract 114.03, Atlantic County, New Jersey",1400000US34001011403,5589,32.3,3395,1028,0,502,0,1614,450,2403,2214,1337,877,2118,0,0,15,148,104,1851,165800,0,5589,237,24387,0,53018,2947,1173,214,3849,2478,3252,720,34,001,011403
"Census Tract 114.04, Atlantic County, New Jersey",1400000US34001011404,9452,38.6,6433,1159,7,802,0,1571,951,3522,3241,2610,631,2100,0,0,0,11,858,1231,216900,60,8254,1070,24933,74,55114,5031,2682,398,6481,4393,5457,1474,34,001,011404
"Census Tract 115, Atlantic County, New Jersey",1400000US34001011500,6954,33.0,4686,1693,0,206,0,501,222,2307,2216,1884,332,1237,0,298,0,105,39,795,241800,20,6794,823,22315,22,59227,5204,1364,84,4026,3436,3557,839,34,001,011500
"Census Tract 116, Atlantic County, New Jersey",1400000US34001011600,4922,45.8,4540,94,24,22,0,246,150,2086,1908,1692,216,395,0,13,23,86,58,215,221000,2,4840,373,28678,41,60347,3166,1413,51,3018,2775,2698,551,34,001,011600
"Census Tract 117.01, Atlantic County, New Jersey",1400000US34001011701,8904,36.6,4678,1055,16,1490,0,2277,972,3351,3066,2725,341,707,0,0,24,273,16,394,261300,64,8904,711,27830,99,73204,4332,2150,283,5797,3478,5088,1572,34,001,011701
"Census Tract 117.02, Atlantic County, New Jersey",1400000US34001011702,3647,34.7,1304,1466,0,181,0,572,482,1288,1199,1031,168,483,0,0,23,101,10,349,162800,0,3647,402,18090,19,44485,2094,781,105,2169,1573,1635,143,34,001,011702
"Census Tract 118.02, Atlantic County, New Jersey",1400000US34001011802,15742,37.3,10974,1443,78,1374,117,2234,1040,5313,4925,4644,281,1011,0,0,0,0,0,1011,310000,12,15671,839,29427,291,84279,9144,4228,306,9546,6947,8508,2516,34,001,011802
"Census Tract 118.03, Atlantic County, New Jersey",1400000US34001011803,4312,34.9,3353,181,0,186,0,809,197,2284,1912,1618,294,513,0,0,14,66,86,347,222800,0,4312,563,31576,101,53621,2358,1277,88,2828,2147,2496,929,34,001,011803
"Census Tract 118.04, Atlantic County, New Jersey",1400000US34001011804,6366,42.8,5217,407,0,327,0,503,290,2634,2383,2245,138,451,0,0,163,22,73,193,237900,24,6366,277,34932,132,75861,4104,1824,19,4121,3612,3655,811,34,001,011804
"Census Tract 118.05, Atlantic County, New Jersey",1400000US34001011805,2411,42.1,2178,114,75,44,0,0,0,851,818,805,13,27,0,0,0,0,0,27,271600,0,2411,140,31126,36,79750,1636,666,0,1619,1521,1510,528,34,001,011805
"Census Tract 119, Atlantic County, New Jersey",1400000US34001011900,8382,30.4,2110,4005,0,142,0,3015,1319,3130,2838,1351,1487,3942,0,141,58,513,709,2521,160300,14,8310,2036,16592,0,38131,4532,1429,722,4967,2888,4300,624,34,001,011900
"Census Tract 120, Atlantic County, New Jersey",1400000US34001012000,4294,40.0,1645,1359,0,410,0,1267,659,1791,1628,1051,577,1345,0,0,0,47,104,1194,182500,0,4291,600,22172,38,36571,2085,654,374,2801,1587,2426,361,34,001,012000
"Census Tract 121, Atlantic County, New Jersey",1400000US34001012100,2783,36.9,1162,841,0,57,0,958,677,1040,821,516,305,849,0,0,0,87,104,658,168600,0,2529,558,20340,15,49653,1033,673,192,1695,827,1400,138,34,001,012100
"Census Tract 122, Atlantic County, New Jersey",1400000US34001012200,5398,35.2,1450,2692,11,161,0,1964,833,1896,1671,1154,517,1278,0,5,13,92,228,940,168000,0,5286,605,16835,10,41518,2569,1238,322,3412,1984,2880,128,34,001,012200
"Census Tract 123.02, Atlantic County, New Jersey",1400000US34001012302,3587,40.8,3206,9,0,169,0,336,181,1273,1273,1221,52,154,0,0,0,0,71,83,262400,0,3575,125,31325,60,77537,2048,1008,66,2233,1767,1972,629,34,001,012302
"Census Tract 124.01, Atlantic County, New Jersey",1400000US34001012401,2785,47.9,2499,39,7,139,0,89,34,1180,1081,1010,71,140,0,0,0,0,46,94,254800,14,2605,196,30560,21,65438,1622,860,20,1605,1477,1421,488,34,001,012401
"Census Tract 124.02, Atlantic County, New Jersey",1400000US34001012402,2203,43.0,2084,3,0,81,0,38,0,904,870,792,78,125,0,0,0,24,14,87,262400,0,2203,99,32177,23,70000,1500,560,0,1304,1239,1159,461,34,001,012402
"Census Tract 125.01, Atlantic County, New Jersey",1400000US34001012501,2769,42.0,2204,57,17,236,0,304,226,1011,965,765,200,556,0,0,0,51,63,442,315100,30,2694,103,41114,147,61607,1534,725,32,1532,1181,1383,519,34,001,012501
"Census Tract 125.02, Atlantic County, New Jersey",1400000US34001012502,1505,50.9,1409,0,0,40,0,4,0,656,618,605,13,39,0,0,0,0,0,39,308900,20,1505,76,44745,28,71923,938,481,7,909,848,823,402,34,001,012502
"Census Tract 126.02, Atlantic County, New Jersey",1400000US34001012602,1486,41.4,1355,12,0,79,0,69,35,544,492,477,15,71,0,0,0,0,0,71,417200,17,1486,62,51407,103,124375,909,405,23,894,739,789,509,34,001,012602
"Census Tract 127.01, Atlantic County, New Jersey",1400000US34001012701,3693,39.9,3121,188,0,235,0,401,98,1570,1351,890,461,1375,0,0,0,73,103,1199,242500,0,3693,350,25120,31,51453,1939,1202,34,2331,1873,1988,363,34,001,012701
"Census Tract 127.02, Atlantic County, New Jersey",1400000US34001012702,1818,43.3,1552,86,2,32,0,178,69,932,793,548,245,492,0,9,0,37,167,279,303100,0,1818,172,27934,22,47917,925,759,33,1064,897,984,235,34,001,012702
"Census Tract 128.01, Atlantic County, New Jersey",1400000US34001012801,3487,43.0,2404,873,0,54,0,267,42,2033,1764,772,992,1842,0,0,39,242,383,1178,230400,0,3487,762,27488,67,38918,2183,1009,0,1991,1722,1763,418,34,001,012801
