NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_001E,B19001_017E,B19013_001E,B05002_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,state,county,tract
"Census Tract 9501, Abbeville County, South Carolina",1400000US45001950100,3363,39.7,2880,480,1,2,0,0,1561,1341,956,385,664,353,86500,956,7,3363,299,17745,1341,0,35406,3363,2771,568,5,2097,2076,664,6,0,74,72,159,353,45,001,950100
"Census Tract 9502, Abbeville County, South Carolina",1400000US45001950200,4501,34.5,3171,1260,0,0,0,31,1621,1378,1100,278,782,413,102100,1100,0,3986,441,17700,1378,9,40648,4501,3430,824,18,2700,2471,782,18,9,17,291,34,413,45,001,950200
"Census Tract 9503, Abbeville County, South Carolina",1400000US45001950300,3031,51.3,2779,234,0,0,0,0,2103,1278,1103,175,500,383,87500,1103,2,3031,569,17935,1278,0,31026,3031,2211,768,11,1820,1779,500,0,0,0,0,117,383,45,001,950300
"Census Tract 9504, Abbeville County, South Carolina",1400000US45001950400,5990,43.0,4437,1444,0,20,0,0,2645,2224,1933,291,751,343,122700,1933,0,5797,1064,18376,2224,11,38598,5990,4584,1335,61,3590,3540,751,0,64,0,0,344,343,45,001,950400
"Census Tract 9505, Abbeville County, South Carolina",1400000US45001950500,5466,42.5,2757,2615,8,0,0,0,2494,2287,1580,707,1661,1259,76800,1580,0,5364,1890,15229,2287,0,27055,5466,4582,793,17,3152,3108,1661,0,0,126,50,226,1259,45,001,950500
"Census Tract 9506, Abbeville County, South Carolina",1400000US45001950600,3164,42.1,1672,1460,4,0,0,0,1658,1303,966,337,703,353,51800,966,10,3157,579,18193,1303,9,30426,3164,2640,524,0,2044,2024,703,0,32,11,48,259,353,45,001,950600
"Census Tract 201, Aiken County, South Carolina",1400000US45003020100,4985,37.7,3431,1218,0,0,0,329,2295,1908,1490,418,902,440,65700,1490,10,4981,1102,17799,1908,0,36532,4985,3539,1250,21,3104,2847,902,24,8,59,105,266,440,45,003,020100
"Census Tract 202, Aiken County, South Carolina",1400000US45003020200,5672,39.4,4268,1166,0,0,0,238,2490,2064,1731,333,1013,837,124600,1731,82,5668,1465,23206,2064,117,40861,5672,3099,2386,45,3564,3414,1013,0,0,51,53,72,837,45,003,020200
"Census Tract 203.01, Aiken County, South Carolina",1400000US45003020301,2589,28.6,1954,207,0,0,0,404,1034,886,661,225,907,693,82500,661,0,2589,913,16477,886,0,38558,2589,1262,1308,19,1519,1305,907,0,0,0,3,211,693,45,003,020301
"Census Tract 203.02, Aiken County, South Carolina",1400000US45003020302,4866,33.7,2154,2594,0,7,0,94,2400,2054,1144,910,2131,1601,86700,1144,13,4866,909,19133,2054,0,40630,4866,2991,1810,0,2976,2923,2131,0,0,68,44,418,1601,45,003,020302
